12
31	31	31	31	31	31	21	0	0	0	31	31	
31	31	31	31	31	29	2	0	0	0	31	31	
31	31	31	31	31	10	0	0	0	0	31	31	
31	31	31	31	21	0	2	3	0	0	31	31	
31	31	31	29	2	0	21	1	0	0	31	31	
31	31	31	9	0	11	31	0	0	0	31	31	
31	31	20	0	3	30	31	0	0	0	31	31	
31	28	1	0	24	31	31	0	0	0	31	31	
31	8	0	14	31	31	31	0	0	0	31	31	
18	0	5	31	31	31	31	0	0	0	31	31	
1	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	
31	31	31	31	31	31	31	0	0	0	31	31	
31	31	31	31	31	31	31	0	0	0	31	31	
31	31	31	31	31	31	31	0	0	0	31	31	
31	31	31	31	31	31	31	0	0	0	31	31	
